 NAME , PRICE (Rs) , DATE 
    Name,  Price (Rs),2018-08- 19
Avarai (1 Kg) : ,45.00,2018-08- 19
Amla (1 Kg) : ,125.00,2018-08- 19
Baby corn (1 Kg) : ,80.00,2018-08- 19
Beans (1 Kg) : ,25.00,2018-08- 19
Beetroot (1 Kg) : ,25.00,2018-08- 19
Bittergourd (1 Kg) : ,25.00,2018-08- 19
Brinjal (1 Kg) : ,30.00,2018-08- 19
Brinjal - Big (1 Kg) : ,15.00,2018-08- 19
Brinjal - Green (1 Kg) : ,15.00,2018-08- 19
Butter Beans (1 Kg) : ,60.00,2018-08- 19
Cabbage (1 Kg) : ,10.00,2018-08- 19
Capscicum - Red (1 Kg) :,150.00,2018-08- 19
Capscicum - Green (1 Kg) : ,60.00,2018-08- 19
Carrot (1 Kg) : ,40.00,2018-08- 19
Cauliflower (1 Piece) : ,15.00,2018-08- 19
Chow Chow (1 Kg) : ,40.00,2018-08- 19
Cluster Beans (1 Kg) : ,45.00,2018-08- 19
Coconut (Small) : ,25.00,2018-08- 19
Coconut (Big) : ,35.00,2018-08- 19
Cucumber (1 Kg) : ,30.00,2018-08- 19
Double Beans (1 Kg) : ,170.00,2018-08- 19
Drumstick (1 Kg) : ,20.00,2018-08- 19
Garlic - Big (Hills) (1 Kg) : ,120.00,2018-08- 19
Garlic - Small (Country) (1 Kg) : ,110.00,2018-08- 19
Ginger (1 Kg) : ,120.00,2018-08- 19
Green Peas (1 Kg) : ,60.00,2018-08- 19
Green Chilli (1 Kg) : ,28.00,2018-08- 19
Karunai Kizhangu (1 Kg) : ,50.00,2018-08- 19
Kovakkai (1 Kg) : ,25.00,2018-08- 19
Ladies Fingers (1 Kg) : ,25.00,2018-08- 19
Mango - Raw (1 Kg) : ,30.00,2018-08- 19
Maravalli Kizhangu (1 Kg) : ,40.00,2018-08- 19
Noolkol (1 Kg) : ,25.00,2018-08- 19
Onion - Big (1 Kg) : ,18.00,2018-08- 19
Onion - Small (1 Kg) : ,40.00,2018-08- 19
Onion - White (1 Kg) : ,40.00,2018-08- 19
Peerkankkai (1 Kg) : ,40.00,2018-08- 19
Potato (1 Kg) : ,24.00,2018-08- 19
Potatoes - Baby (1 Kg) : ,55.00,2018-08- 19
Radish (1 Kg) : ,10.00,2018-08- 19
Senaikizhangu (1 Kg) : ,30.00,2018-08- 19
Seppankizhangu (1 Kg) : ,30.00,2018-08- 19
Snake Gourd (1 Kg) : ,20.00,2018-08- 19
Bottle Guard (1 Kg) : ,05.00,2018-08- 19
Tomato - Bangalore (1 Kg) : ,20.00,2018-08- 19
Tomato - Local (1 Kg) : ,16.00,2018-08- 19
Vazhai Poo (1 Piece) : ,20.00,2018-08- 19
Vazhai Thandu (1 Piece) : ,15.00,2018-08- 19
Yellow Pumpkin (1 Kg) : ,05.00,2018-08- 19
