 NAME , PRICE (Rs) , DATE 
    Name,  Price (Rs),2018-07- 23
Avarai (1 Kg) : ,20.00,2018-07- 23
Amla (1 Kg) : ,126.00,2018-07- 23
Baby corn (1 Kg) : ,79.00,2018-07- 23
Beans (1 Kg) : ,60.00,2018-07- 23
Beetroot (1 Kg) : ,35.00,2018-07- 23
Bittergourd (1 Kg) : ,40.00,2018-07- 23
Brinjal (1 Kg) : ,18.00,2018-07- 23
Brinjal - Big (1 Kg) : ,35.00,2018-07- 23
Brinjal - Green (1 Kg) : ,30.00,2018-07- 23
Butter Beans (1 Kg) : ,60.00,2018-07- 23
Cabbage (1 Kg) : ,08.00,2018-07- 23
Capscicum - Red (1 Kg) :,149.00,2018-07- 23
Capscicum - Green (1 Kg) : ,80.00,2018-07- 23
Carrot (1 Kg) : ,30.00,2018-07- 23
Cauliflower (1 Piece) : ,08.00,2018-07- 23
Chow Chow (1 Kg) : ,15.00,2018-07- 23
Cluster Beans (1 Kg) : ,45.00,2018-07- 23
Coconut (Small) : ,25.00,2018-07- 23
Coconut (Big) : ,35.00,2018-07- 23
Cucumber (1 Kg) : ,29.00,2018-07- 23
Double Beans (1 Kg) : ,170.00,2018-07- 23
Drumstick (1 Kg) : ,25.00,2018-07- 23
Garlic - Big (Hills) (1 Kg) : ,120.00,2018-07- 23
Garlic - Small (Country) (1 Kg) : ,110.00,2018-07- 23
Ginger (1 Kg) : ,120.00,2018-07- 23
Green Peas (1 Kg) : ,60.00,2018-07- 23
Green Chilli (1 Kg) : ,70.00,2018-07- 23
Karunai Kizhangu (1 Kg) : ,49.00,2018-07- 23
Kovakkai (1 Kg) : ,25.00,2018-07- 23
Ladies Fingers (1 Kg) : ,20.00,2018-07- 23
Mango - Raw (1 Kg) : ,35.00,2018-07- 23
Maravalli Kizhangu (1 Kg) : ,39.00,2018-07- 23
Noolkol (1 Kg) : ,30.00,2018-07- 23
Onion - Big (1 Kg) : ,19.00,2018-07- 23
Onion - Small (1 Kg) : ,65.00,2018-07- 23
Onion - White (1 Kg) : ,40.00,2018-07- 23
Peerkankkai (1 Kg) : ,06.00,2018-07- 23
Potato (1 Kg) : ,21.00,2018-07- 23
Potatoes - Baby (1 Kg) : ,59.00,2018-07- 23
Radish (1 Kg) : ,15.00,2018-07- 23
Senaikizhangu (1 Kg) : ,30.00,2018-07- 23
Seppankizhangu (1 Kg) : ,35.00,2018-07- 23
Snake Gourd (1 Kg) : ,15.00,2018-07- 23
Bottle Guard (1 Kg) : ,05.00,2018-07- 23
Tomato - Bangalore (1 Kg) : ,30.00,2018-07- 23
Tomato - Local (1 Kg) : ,25.00,2018-07- 23
Vazhai Poo (1 Piece) : ,20.00,2018-07- 23
Vazhai Thandu (1 Piece) : ,15.00,2018-07- 23
Yellow Pumpkin (1 Kg) : ,05.00,2018-07- 23
